net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,3
103,3
105,3
107,3
109,3
111,3
113,3
115,3
117,1
119,1
120,0
121,1
123,0
125,1
127,1
129,0
131,4
139,4
141,4
143,4
145,4
147,4
149,4
151,1
153,1
157,1
159,3
161,3
163,3
164,0
166,3
167,3
169,0
171,3
173,0
177,3
179,0
181,0
183,0
184,0
185,3
187,0
189,3
191,3
193,3
195,0
197,3
199,2
201,2
203,0
204,0
205,2
206,0
207,2
208,0
209,2
211,2
213,2
215,2
217,2
219,2
225,2
229,2
231,2
237,2
239,2
241,0
243,2
247,2
249,0
251,2
253,2
255,2
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
