net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,2
103,2
105,2
107,4
109,4
111,4
113,4
115,4
117,4
119,2
120,0
121,2
123,0
125,2
127,2
129,0
131,2
139,4
141,4
143,4
145,4
147,4
149,4
151,4
153,4
157,4
159,4
161,1
163,1
164,0
166,1
167,1
169,0
171,1
173,0
177,1
179,0
181,0
183,0
184,0
185,1
187,0
189,1
191,1
193,4
195,0
197,4
199,1
201,1
203,0
204,0
205,1
206,0
207,1
208,0
209,3
211,3
213,3
215,3
217,3
219,3
225,3
229,3
231,3
237,3
239,3
241,0
243,3
247,3
249,0
251,3
253,3
255,3
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
