net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,3
103,3
105,3
107,3
109,3
111,2
113,2
115,3
117,3
119,3
120,0
121,3
123,0
125,3
127,3
129,0
131,3
139,3
141,3
143,3
145,3
147,3
149,3
151,3
153,3
157,3
159,2
161,2
163,2
164,0
166,2
167,2
169,0
171,2
173,0
177,2
179,0
181,0
183,0
184,0
185,2
187,0
189,2
191,2
193,2
195,0
197,2
199,2
201,2
203,0
204,0
205,2
206,0
207,2
208,0
209,1
211,1
213,1
215,1
217,1
219,1
225,1
229,4
231,4
237,4
239,4
241,0
243,4
247,4
249,0
251,4
253,1
255,4
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
