net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,2
103,2
105,2
107,2
109,2
111,2
113,2
115,2
117,1
119,1
120,0
121,1
123,0
125,1
127,1
129,0
131,3
139,3
141,3
143,3
145,3
147,3
149,3
151,3
153,3
157,1
159,1
161,1
163,1
164,0
166,1
167,1
169,0
171,1
173,0
177,4
179,0
181,0
183,0
184,0
185,4
187,0
189,2
191,2
193,2
195,0
197,2
199,4
201,4
203,0
204,0
205,4
206,0
207,4
208,0
209,4
211,4
213,4
215,4
217,4
219,4
225,4
229,4
231,4
237,4
239,4
241,0
243,4
247,4
249,0
251,4
253,4
255,4
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
