net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,3
103,3
105,3
107,3
109,4
111,4
113,4
115,4
117,3
119,3
120,0
121,3
123,0
125,3
127,1
129,0
131,1
139,1
141,1
143,1
145,1
147,1
149,1
151,3
153,1
157,3
159,4
161,4
163,4
164,0
166,4
167,4
169,0
171,2
173,0
177,2
179,0
181,0
183,0
184,0
185,2
187,0
189,4
191,4
193,4
195,0
197,4
199,2
201,2
203,0
204,0
205,2
206,0
207,2
208,0
209,2
211,2
213,2
215,2
217,2
219,2
225,2
229,2
231,2
237,2
239,2
241,0
243,2
247,2
249,0
251,2
253,2
255,2
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
