net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,1
103,1
105,1
107,1
109,2
111,2
113,2
115,2
117,1
119,1
120,0
121,1
123,0
125,1
127,4
129,0
131,4
139,4
141,4
143,4
145,4
147,4
149,4
151,4
153,1
157,2
159,2
161,2
163,2
164,0
166,2
167,2
169,0
171,2
173,0
177,2
179,0
181,0
183,0
184,0
185,2
187,0
189,2
191,2
193,2
195,0
197,2
199,2
201,2
203,0
204,0
205,2
206,0
207,2
208,0
209,2
211,2
213,3
215,3
217,3
219,3
225,3
229,3
231,3
237,3
239,3
241,0
243,3
247,2
249,0
251,2
253,2
255,2
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
