net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,1
103,1
105,1
107,1
109,1
111,1
113,1
115,1
117,1
119,1
120,0
121,1
123,0
125,1
127,3
129,0
131,3
139,3
141,3
143,3
145,3
147,3
149,3
151,3
153,3
157,1
159,1
161,4
163,4
164,0
166,4
167,4
169,0
171,4
173,0
177,4
179,0
181,0
183,0
184,0
185,4
187,0
189,4
191,1
193,1
195,0
197,1
199,4
201,4
203,0
204,0
205,4
206,0
207,4
208,0
209,4
211,2
213,2
215,2
217,2
219,2
225,2
229,2
231,2
237,2
239,2
241,0
243,2
247,2
249,0
251,2
253,4
255,2
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
