net_id,cluster
10,0
15,0
20,0
35,0
40,0
50,0
60,0
601,0
61,0
101,3
103,3
105,3
107,3
109,3
111,3
113,3
115,3
117,3
119,3
120,0
121,2
123,0
125,2
127,2
129,0
131,2
139,2
141,2
143,2
145,2
147,2
149,2
151,2
153,2
157,3
159,3
161,3
163,3
164,0
166,3
167,3
169,0
171,3
173,0
177,3
179,0
181,0
183,0
184,0
185,3
187,0
189,3
191,3
193,3
195,0
197,3
199,3
201,4
203,0
204,0
205,4
206,0
207,4
208,0
209,4
211,4
213,4
215,4
217,4
219,4
225,4
229,1
231,4
237,1
239,1
241,0
243,1
247,1
249,0
251,1
253,1
255,1
257,0
259,0
261,0
263,0
265,0
267,0
269,0
271,0
273,0
275,0
